barcode,length,width,height
8800001823859,8.5,1.0,16.0
8800001823767,8.5,1.0,16.0
8800001823736,8.5,1.0,16.0
8800091228541,29.6,21.0,0.3
880009122852730,30.0,30.0,0.3
6009652286064,40.5,1.5,41.0
8880582820102,20.0,20.0,2.3
8880582830101,30.0,30.0,2.5
8880582840100,40.0,40.0,2.5
6009621763176,29.5,20.0,0.3
718813710749,30.5,30.5,0.1
655343461706,30.5,30.5,0.1
6009541316070,31.0,21.0,1.5
7348008758329,30.5,30.5,0.1
7348008758480,30.5,30.5,0.1
7348008758336,30.5,30.5,0.1
7348008758466,30.5,30.5,0.1
7348008758343,30.5,30.5,0.1
7348008758497,30.5,30.5,0.1
8800001706091,15.0,4.0,20.0
6003681305024,4.0,4.0,6.0
8012348600226,6.0,5.0,10.5
5245468756129,7.0,3.0,43.0
5380332000851,7.0,3.0,23.0
6952788200063,7.0,3.0,24.5
8710341061159,15.0,4.0,20.0
8800002161899,15.0,4.0,22.5
8800001972281,18.0,3.0,25.0
8012342740416,39.5,4.0,24.0
9328577023408,14.5,1.5,21.5
7592113682257,13.0,5.0,19.0
4713928135353,16.5,4.0,9.5
8800002121404,24.0,10.5,0.1
8800002159681,15.5,6.0,22.0
8800002160007,16.0,2.0,21.0
8800002158578,12.0,1.5,13.5
9694063249042,12.0,4.0,14.0
9694063249103,12.0,3.5,13.0
9694063249110,12.0,3.0,14.0
8800002127635,9.5,0.3,20.0
8800002121381,24.0,10.0,0.2
8800002121367,24.0,10.0,0.2
8880515900109,30.0,21.5,0.3
8800001587898,16.0,1.0,21.0
8800002071792,6.0,1.5,12.0
8800002088707,11.0,10.0,1.0
712353290976,3.2,3.2,4.0
8000144004171,8.5,6.0,1.5
6009701708455,10.5,7.8,0.4
8800001777886,6.0,5.0,1.0
8800001777893,8.5,7.0,0.5
8800091305242,9.0,8.0,1.0
8800001777855,5.0,4.0,1.5
6009705928569,7.0,6.0,1.0
8800002092643,8.0,6.0,0.1
8800001777954,5.0,4.0,2.0
8800001778012,5.5,3.5,1.0
8880005190102,9.0,9.5,1.0
8800001778067,5.0,5.0,0.5
8800001934333,4.0,4.0,3.5
8800001777893,6.0,5.0,1.0
6009705229055,10.0,10.0,0.4
8800001801628,27.5,27.0,1.0
8800000988450,17.0,4.0,21.0
8800001972366,22.0,9.0,28.0
8800001849910,22.0,10.0,27.0
8800001564318,21.0,17.0,1.0
8800131237595,12.0,12.0,5.5
639713198027,12.0,1.5,12.0
700371557706,12.0,1.5,12.0
6003681305307,4.0,4.0,6.0
6009652289089,20.0,10.0,1.5
6009541313765,13.5,2.5,14.5
712353830615,9.5,2.2,5.5
7000123461934,9.0,3.0,11.0
6009541313819,13.5,3.0,14.0
7000123457913,9.5,3.0,12.0
6003681346607,8.3,4.5,12.0
8800001936214,15.5,15.5,14.0
8800001839676,9.0,2.0,11.5
8800002074588,9.5,1.0,14.5
6004765152008,11.0,1.0,21.0
6007123302893,14.5,9.2,0.5
6004433071143,7.0,7.0,7.0
810086000913,3.5,2.5,14.0
8800001907511,32.0,3.5,23.0
8800001936252,15.0,15.0,14.0
8800001907511,31.0,3.0,23.0
8800001907511,31.0,3.0,23.0
8800001741740,22.0,3.0,16.0
8800001741740,23.0,3.0,16.0
6009701709131,10.5,10.5,0.4
8800001706084,15.0,4.0,21.0
6009705226597,11.0,2.5,11.0
6009658913650,14.5,8.5,3.0
6009658930275,14.0,8.5,1.0
6007746003924,21.0,5.0,2.0
6007746003849,18.0,4.5,1.5
6007746010090,25.0,4.0,0.7
6937369501012,5.0,1.5,22.0
6007746002354,28.5,0.5,0.5
6007746010137,22.0,4.0,1.2
606110451963,13.5,5.0,0.5
8800002147190,51.0,2.5,41.0
8800002145608,12.0,1.5,12.0
8800002145622,12.0,1.5,12.0
8800002145615,12.0,1.5,12.0
8800001839690,9.0,1.5,11.5
8800001741252,9.0,1.5,11.5
8800001839676,9.0,1.5,14.0
8800001669150,7.0,4.5,0.5
8800001669211,6.5,6.0,0.5
8800001669242,6.5,4.0,0.5
6009541301625,31.0,21.0,1.0
6009621761417,42.0,30.0,0.3
8800001906354,12.5,11.0,1.5
8800001906361,12.5,11.0,1.5
8800001906378,12.5,11.0,1.5
8800001906347,12.5,11.0,1.5
8800001672136,6.0,0.5,9.0
8880009290105,9.0,8.0,0.5
8880009260108,8.0,1.5,9.0
8880007720109,8.0,1.0,9.0
6009619395358,12.5,4.0,18.0
8800001578964,17.0,8.5,1.5
6007123303470,15.0,9.3,0.5
8880514510101,9.5,3.0,27.0
8800001514559,9.5,2.0,23.5
8006919002182,20.0,5.5,2.0
6820191117068,7.0,1.2,18.0
6007746001463,7.5,1.5,25.0
6007746001524,7.5,1.0,25.0
6007746001470,7.5,1.2,25.0
6007746008202,19.0,4.5,1.0
6009541312041,14.5,2.0,19.5
6004495165415,8.0,6.0,14.0
6004495165651,8.0,6.0,14.0
6004495165453,8.0,6.0,14.0
65541107458,7.0,7.0,5.0
37702878,20.0,6.0,3.0
9354537001216,19.5,2.5,25.6
6004495165439,6.0,8.0,14.0
8800271384913,20.0,0.5,0.5
8880363890102,35.5,35.5,1.0
6001878002299,6.5,6.5,24.0
6001878004699,5.5,5.5,19.7
6001878004668,5.0,5.0,19.7
6001878004651,5.0,5.0,19.7
6001878006556,6.0,6.0,21.5
6001878003647,4.5,4.5,23.0
6001878000301,17.5,6.0,5.5
6001878004156,8.0,4.0,23.0
6001878000462,17.5,4.0,31.0
6001878006556,6.0,6.0,21.0
6001878001520,12.5,12.5,4.0
6001878001537,12.0,12.0,5.5
6001878004644,5.0,5.0,19.7
6001878005054,38.0,6.0,32.5
6001878000554,10.0,10.0,9.0
6001878001957,23.0,7.0,6.5
6001878006648,9.0,6.5,24.0
6001878002350,8.0,4.0,23.0
6001878002312,8.0,4.0,23.5
6001878002305,6.0,4.0,23.5
6001878000455,11.0,5.0,17.0
6001878000868,5.0,5.0,14.0
6001878004675,5.0,5.0,19.7
6001878011499,24.0,18.0,2.5
6001878011475,22.0,18.0,2.5
6001878003548,41.0,5.0,7.0
8800001627440,18.0,16.0,45.0
8800271389222,18.0,16.0,42.0
8800001831014,35.0,16.0,11.0
8800001831007,52.0,27.0,16.0
8800271389192,28.0,20.0,65.0
8800001831007,25.0,13.0,47.0
8800271389222,20.0,20.0,45.0
8800001627464,14.0,16.0,34.0
8800001627471,16.0,11.0,35.0
8800001627488,16.0,11.0,35.0
8800001627495,13.0,12.0,35.0
8800271389239,15.0,11.0,33.0
8800001627518,32.0,16.0,13.0
8800271388133,13.0,11.0,30.0
8800991221710,16.0,11.0,21.0
8800991221703,15.0,8.0,10.0
8800991221710,15.0,10.0,20.0
37406356,23.0,5.5,43.0
37406349,19.3,19.3,2.3
37406387,30.0,26.0,5.0
8800001629734,17.0,15.0,22.0
37405403,16.0,16.0,4.0
8800001632154,16.0,16.0,21.0
37910914,20.0,6.0,20.0
8800001799895,37.0,21.0,3.0
8800001799871,39.0,22.0,4.0
57301501,9.5,8.5,7.0
57301372,10.5,10.5,10.5
37907037,18.0,12.0,2.0
37704599,24.0,14.0,2.3
37910358,11.5,0.5,16.0
6004433105947,6.0,6.0,9.0
37405373,18.0,5.0,30.0
6003000878581,6.0,6.0,7.5
8800131266700,16.5,11.5,2.0
6910137051001,22.0,16.0,4.0
8800001627662,15.0,4.0,21.5
8800001627587,17.0,8.0,22.0
37404918,15.0,4.0,17.0
37404918,15.0,3.5,16.0
37403119,15.0,5.0,20.0
8800001627570,27.0,12.0,23.0
8800001627716,15.5,10.0,34.0
8800271413576,14.0,4.0,20.5
8800001627723,17.0,9.0,21.0
8800001627709,17.0,10.0,26.0
8800231416999,18.5,5.0,26.0
8800001627549,13.0,8.0,26.0
8800001627556,22.0,15.0,4.0
6004433002390,26.0,16.0,5.5
8880324880104,30.5,11.0,2.0
8800002017974,18.0,4.0,24.0
8800001503553,17.5,13.0,3.5
8800002017981,18.0,4.0,24.0
8800002017998,18.0,4.0,26.0
8800001429617,12.0,4.5,21.0
8800001627686,15.0,4.5,17.0
8800001627631,15.0,4.0,17.5
8800001627600,12.0,4.5,20.0
37405380,15.0,4.0,24.0
6009619400359,20.0,4.0,22.5
8800001627624,12.0,3.0,22.0
6004433002420,17.0,4.0,30.0
8800001627679,15.0,4.0,17.0
6004433002543,17.0,3.0,28.0
6004433065968,39.0,10.0,3.0
6004433100614,10.0,4.0,24.0
8800001627655,9.0,4.0,28.0
6004433002451,12.0,2.0,17.0
8800271388119,9.0,4.0,29.0
8800001627693,9.0,6.0,40.0
8800271388119,9.0,3.5,29.0
8800271378318,9.0,4.0,28.0
8800001627648,9.0,4.0,28.0
8800991221802,9.0,4.0,28.0
6003000616817,12.0,6.0,26.0
6003000878581,8.0,6.0,8.0
8800002030850,16.0,9.0,4.0
8800002030843,16.0,9.0,4.0
8800002030812,16.0,4.0,9.0
8800002030836,16.0,9.0,4.0
8800002030829,16.0,4.0,9.0
6003000687268,28.0,20.5,11.5
8800271388126,16.0,8.0,20.0
6004433065227,25.0,17.0,6.0
8800001799901,31.0,23.0,2.0
6920137001029,23.0,17.0,4.0
8800001627440,18.0,16.0,45.0
8800271389222,18.0,16.0,42.0
8800001831014,35.0,16.0,11.0
8800001831007,52.0,27.0,16.0
8800271389192,28.0,20.0,65.0
8800001831007,25.0,13.0,47.0
8800271389222,20.0,20.0,45.0
8800001627464,14.0,16.0,34.0
8800001627471,16.0,11.0,35.0
8800001627488,16.0,11.0,35.0
8800001627495,13.0,12.0,35.0
8800271389239,15.0,11.0,33.0
8800001627518,32.0,16.0,13.0
8800271388133,13.0,11.0,30.0
8800991221710,16.0,11.0,21.0
8800991221703,15.0,8.0,10.0
8800991221710,15.0,10.0,20.0
37406356,23.0,5.5,43.0
37406349,19.3,19.3,2.3
37406387,30.0,26.0,5.0
8800001629734,17.0,15.0,22.0
37405403,16.0,16.0,4.0
8800001632154,16.0,16.0,21.0
37910914,20.0,6.0,20.0
8800001799895,37.0,21.0,3.0
8800001799871,39.0,22.0,4.0
57301501,9.5,8.5,7.0
57301372,10.5,10.5,10.5
37907037,18.0,12.0,2.0
37704599,24.0,14.0,2.3
37910358,11.5,0.5,16.0
6004433105947,6.0,6.0,9.0
37405373,18.0,5.0,30.0
6003000878581,6.0,6.0,7.5
8800131266700,16.5,11.5,2.0
6910137051001,22.0,16.0,4.0
8800001627662,15.0,4.0,21.5
8800001627587,17.0,8.0,22.0
37404918,15.0,4.0,17.0
37404918,15.0,3.5,16.0
37403119,15.0,5.0,20.0
8800001627570,27.0,12.0,23.0
8800001627716,15.5,10.0,34.0
8800271413576,14.0,4.0,20.5
8800001627723,17.0,9.0,21.0
8800001627709,17.0,10.0,26.0
8800231416999,18.5,5.0,26.0
8800001627549,13.0,8.0,26.0
8800001627556,22.0,15.0,4.0
6004433002390,26.0,16.0,5.5
8880324880104,30.5,11.0,2.0
8800002017974,18.0,4.0,24.0
8800001503553,17.5,13.0,3.5
8800002017981,18.0,4.0,24.0
8800002017998,18.0,4.0,26.0
8800001429617,12.0,4.5,21.0
8800001627686,15.0,4.5,17.0
8800001627631,15.0,4.0,17.5
8800001627600,12.0,4.5,20.0
37405380,15.0,4.0,24.0
6009619400359,20.0,4.0,22.5
8800001627624,12.0,3.0,22.0
6004433002420,17.0,4.0,30.0
8800001627679,15.0,4.0,17.0
6004433002543,17.0,3.0,28.0
6004433065968,39.0,10.0,3.0
6004433100614,10.0,4.0,24.0
8800001627655,9.0,4.0,28.0
6004433002451,12.0,2.0,17.0
8800271388119,9.0,4.0,29.0
8800001627693,9.0,6.0,40.0
8800271388119,9.0,3.5,29.0
8800271378318,9.0,4.0,28.0
8800001627648,9.0,4.0,28.0
8800991221802,9.0,4.0,28.0
6003000616817,12.0,6.0,26.0
6003000878581,8.0,6.0,8.0
8800002030850,16.0,9.0,4.0
8800002030843,16.0,9.0,4.0
8800002030812,16.0,4.0,9.0
8800002030836,16.0,9.0,4.0
8800002030829,16.0,4.0,9.0
6003000687268,28.0,20.5,11.5
8800002174660,13.0,13.0,5.0
8800002174660,13.2,13.2,5.0
8800002174677,11.0,11.0,4.5
8800002174677,11.0,11.0,4.5
8800002174677,11.0,11.0,4.5
8800002174677,11.0,11.0,4.5
8800002174660,13.5,13.5,5.0
8800002174660,13.5,13.5,5.0
8800002174684,9.0,9.0,3.5
8800002174684,9.0,9.0,3.5
8800002174684,9.0,9.0,3.5
8800002174684,9.0,9.0,3.5
6982305042159,10.0,10.0,3.0
6820180927188,11.0,10.5,21.0
9885901561918,19.0,4.0,34.0
7890201910238,30.0,1.0,15.0
4029811363209,6.5,6.5,11.5
8800002169871,33.0,33.0,3.0
8800002169857,33.0,33.0,3.0
6971856845081,42.0,42.0,4.5
6007746007465,25.5,1.7,35.5
8800001563502,11.0,11.0,11.0
6009541313253,21.0,3.0,36.0
6009621760915,30.0,21.0,0.8
6009541306248,22.0,20.0,2.5
6009541309201,22.0,1.0,36.0
8006919012396,33.0,5.0,3.0
8800002071389,36.0,21.5,0.6
8800002140078,20.0,20.0,0.3
9328577011887,10.8,1.2,18.6
8800002174653,24.5,14.5,0.3
6009663740647,20.8,0.6,29.8
6009663731119,20.8,0.4,29.5
6009541316520,24.0,2.0,22.5
780804861129,4.0,4.0,25.5
8000144001293,21.5,3.5,6.0
4084900201732,10.5,1.0,18.5
6930673189082,19.0,0.3,26.0
8800002174653,24.5,14.0,0.2
6009708683458,21.0,16.0,1.5
6009541316537,25.0,2.0,23.0
6949905297365,21.0,3.2,15.0
6949905297372,21.0,3.2,15.0
8800002031567,21.0,9.5,0.2
8800002031567,21.0,9.5,0.2
8800002031482,27.5,10.5,0.1
6007746003962,22.0,3.5,2.0
6007746003818,22.0,4.0,1.0
6007746003870,22.0,2.5,2.0
6007746003948,23.0,2.5,2.5
6007746003986,24.5,3.5,1.0
6007746001456,25.5,5.3,0.6
6009698079798,15.0,9.3,0.3
8800001669198,7.0,6.0,0.4
6007746010076,22.0,4.0,0.8
6007746010083,19.0,4.0,0.7
6007746010199,21.0,4.0,0.5
6007746010076,20.0,4.0,0.7
6007746010120,24.0,4.0,0.8
6007746010038,19.0,4.0,0.7
6007746010144,18.0,4.0,0.5
8880011830108,35.5,22.0,5.0
6009663747479,21.0,0.6,30.0
8800001742044,9.0,1.5,11.5
6007746007762,12.5,2.0,28.0
6009701709094,10.5,10.5,0.4
8800002121091,16.0,0.3,26.5
6009621764074,30.0,21.0,0.3
8800001815113,27.5,10.5,0.1
8800001974469,27.5,10.5,0.1
8800001867334,14.0,14.0,0.5
6009541302653,12.0,8.0,0.5
6009663744911,29.5,0.5,42.0
6009663735537,30.0,0.5,42.0
6009663746472,21.0,0.5,29.8
9781488921438,21.5,5.5,22.0
8800001681923,56.5,9.5,0.6
8800001852743,18.5,12.0,0.4
780804861273,43.0,30.5,1.5
8800001741696,9.0,1.5,10.0
8800001823934,8.5,1.0,16.0
8800001673638,15.3,11.0,0.3
9328577027215,12.0,2.5,22.5
29116579897,9.5,2.0,25.3
8800002140139,30.0,8.0,4.0
8800002140122,30.0,8.0,0.4
9328577015519,16.5,15.5,0.3
8800002174653,24.5,14.5,0.3
8800002147954,15.7,2.5,25.5
7891153044354,1.5,1.5,14.5
9328577014154,5.5,3.5,16.5
6003681308438,5.3,5.3,7.3
6003681305796,4.0,4.0,6.0
6003681301200,4.0,4.0,6.0
60036813605482,4.0,4.0,6.0
6003681306465,4.0,4.0,6.0
6003681301156,4.0,4.0,6.0
6003681301064,4.0,4.0,6.0
6003681305758,4.0,4.0,6.0
6007746007465,25.5,1.7,35.5
8800001563502,11.0,11.0,11.0
6009541313253,21.0,3.0,36.0
6009621760915,30.0,21.0,0.8
6009541306248,22.0,20.0,2.5
6009541309201,22.0,1.0,36.0
8006919012396,33.0,5.0,3.0
8800002071389,36.0,21.5,0.6
8800002140078,20.0,20.0,0.3
9328577011887,10.8,1.2,18.6
8800002174653,24.5,14.5,0.3
6009663740647,20.8,0.6,29.8
6009663731119,20.8,0.4,29.5
6009541316520,24.0,2.0,22.5
780804861129,4.0,4.0,25.5
8000144001293,21.5,3.5,6.0
4084900201732,10.5,1.0,18.5
6930673189082,19.0,0.3,26.0
8800002174653,24.5,14.0,0.2
6009708683458,21.0,16.0,1.5
6009541316537,25.0,2.0,23.0
6949905297365,21.0,3.2,15.0
6949905297372,21.0,3.2,15.0
8800002031567,21.0,9.5,0.2
8800002031567,21.0,9.5,0.2
8800002031482,27.5,10.5,0.1
6007746003962,22.0,3.5,2.0
6007746003818,22.0,4.0,1.0
6007746003870,22.0,2.5,2.0
6007746003948,23.0,2.5,2.5
6007746003986,24.5,3.5,1.0
6007746001456,25.5,5.3,0.6
6009698079798,15.0,9.3,0.3
8800001669198,7.0,6.0,0.4
6007746010076,22.0,4.0,0.8
6007746010083,19.0,4.0,0.7
6007746010199,21.0,4.0,0.5
6007746010076,20.0,4.0,0.7
6007746010120,24.0,4.0,0.8
6007746010038,19.0,4.0,0.7
6007746010144,18.0,4.0,0.5
8880011830108,35.5,22.0,5.0
6009663747479,21.0,0.6,30.0
8800001742044,9.0,1.5,11.5
6007746007762,12.5,2.0,28.0
6009701709094,10.5,10.5,0.4
8800002121091,16.0,0.3,26.5
6009621764074,30.0,21.0,0.3
8800001815113,27.5,10.5,0.1
8800001974469,27.5,10.5,0.1
8800001867334,14.0,14.0,0.5
6009541302653,12.0,8.0,0.5
6009663744911,29.5,0.5,42.0
6009663735537,30.0,0.5,42.0
6009663746472,21.0,0.5,29.8
9781488921438,21.5,5.5,22.0
8800001681923,56.5,9.5,0.6
8800001852743,18.5,12.0,0.4
780804861273,43.0,30.5,1.5
8800001741696,9.0,1.5,10.0
8800001823934,8.5,1.0,16.0
8800001673638,15.3,11.0,0.3
9328577027215,12.0,2.5,22.5
29116579897,9.5,2.0,25.3
8800002140139,30.0,8.0,4.0
8800002140122,30.0,8.0,0.4
9328577015519,16.5,15.5,0.3
8800002174653,24.5,14.5,0.3
8800002147954,15.7,2.5,25.5
7891153044354,1.5,1.5,14.5
9328577014154,5.5,3.5,16.5
6003681308438,5.3,5.3,7.3
6003681305796,4.0,4.0,6.0
6003681301200,4.0,4.0,6.0
60036813605482,4.0,4.0,6.0
6003681306465,4.0,4.0,6.0
6003681301156,4.0,4.0,6.0
6003681301064,4.0,4.0,6.0
6003681305758,4.0,4.0,6.0
6009641682433,8.5,5.0,15.0
6009641682945,15.5,3.5,31.0
6009641682426,8.5,4.0,14.0
655343462000,30.5,30.5,0.1
6009641681528,15.5,3.0,2.0
6009641680590,37.0,3.5,0.1
6009641686646,15.0,8.2,2.0
6001005000686,8.5,2.5,25.0
6009641686653,14.5,8.5,2.0
6001005000709,30.0,9.0,2.0
8800002172758,15.5,10.5,0.1
8800002172796,15.0,10.5,0.1
8800002172789,15.0,10.5,0.1
8800002172819,15.0,10.5,0.1
8800002172772,15.0,10.5,0.1
8800002172826,15.0,10.5,0.1
8800002172840,15.0,10.5,0.1
8800002172833,15.0,10.5,0.1
8800002172857,15.0,10.5,0.1
8800002172765,15.0,10.5,0.1
4006333049880,39.0,14.5,19.5
4006333050077,39.5,14.0,19.0
4006333058592,17.0,10.0,12.5
4006333058615,19.0,8.0,12.5
4006333041594,42.0,14.0,23.5
4006333038921,45.5,15.0,23.5
4006333049903,40.0,14.0,19.5
4006333023712,46.0,15.0,23.5
4006333043734,45.0,15.0,23.5
4006333043147,41.5,15.0,24.0
6820180927188,12.0,11.0,21.5
9885907323091,11.5,9.0,13.5
8800002169895,38.0,38.0,0.1
8880138340108,30.0,25.0,13.0
8800001945636,20.0,20.0,16.0
8800271402952,10.5,10.5,16.5
8800002112464,15.0,13.0,7.5
8800001502884,9.0,8.0,24.0
8800001502891,9.0,8.0,24.0
6820191120067,23.8,2.0,32.5
6520181129047,27.0,2.0,36.0
6820191120042,29.0,2.0,37.5
6820191120068,32.7,2.0,42.5
6820191120050,35.5,1.5,45.5
8800001502785,7.0,6.5,24.0
8800001502815,7.0,6.5,24.0
8880056680102,11.0,11.0,26.0
8800002079323,12.0,12.0,23.5
8800002087083,9.0,9.0,19.5
8800001905555,6.5,6.5,25.0
6005231272732,7.5,7.5,8.5
8800001952696,10.0,10.0,9.8
8800001509173,10.0,10.0,10.3
8800001879641,12.0,12.0,12.0
6005231104743,10.5,10.5,9.5
6005231272824,10.0,10.0,17.0
8800271376222,13.0,13.0,25.0
6005231272756,6.5,6.5,9.5
8800001856659,14.0,14.0,24.5
8800002087397,13.0,13.0,23.0
6005231272763,9.0,9.0,16.0
6004961771843,12.0,12.0,16.5
8800131470954,5.6,5.6,25.0
8800221312485,8.5,8.5,14.0
8800001830130,5.5,5.5,7.5
8800001830123,6.5,6.5,6.5
6009707573491,4.5,4.5,8.2
8800221312492,8.0,8.0,12.5
6009707572050,7.0,7.0,7.5
8800091211796,8.0,8.0,9.0
6005231272732,7.5,7.5,8.7
8800002087175,5.5,5.5,6.7
6009706507077,4.0,4.0,6.0
6005231272848,7.5,7.5,12.5
8800271376185,6.5,6.5,9.0
6005231272749,7.0,7.0,8.5
8800001739198,7.0,7.0,11.5
8880496430107,15.0,6.0,15.0
8880074260102,8.0,8.0,40.5
8880074280100,7.0,6.5,30.5
6009706508234,5.5,5.5,7.0
6005231272831,13.0,13.0,22.5
8800001567807,12.0,12.0,12.0
8800001892572,8.0,8.0,6.0
8880496790102,12.0,12.0,12.0
6009663540032,15.0,15.0,15.0
8800001973172,23.0,23.0,20.0
8800001916940,18.0,18.0,14.0
8800002002536,11.5,11.5,15.6
6001008625121,10.5,10.5,4.8
8800001189108,5.5,5.5,11.0
8800002087304,8.5,8.5,17.5
8800001189108,6.0,6.0,11.0
6005231112328,24.0,20.0,30.5
6820180927188,12.0,11.0,21.5
9885907323091,11.5,9.0,13.5
8800002169895,38.0,38.0,0.1
8880138340108,30.0,25.0,13.0
8800001945636,20.0,20.0,16.0
8800271402952,10.5,10.5,16.5
8800002112464,15.0,13.0,7.5
8800001502884,9.0,8.0,24.0
8800001502891,9.0,8.0,24.0
6820191120067,23.8,2.0,32.5
6520181129047,27.0,2.0,36.0
6820191120042,29.0,2.0,37.5
6820191120068,32.7,2.0,42.5
6820191120050,35.5,1.5,45.5
8800001502785,7.0,6.5,24.0
8800001502815,7.0,6.5,24.0
8880056680102,11.0,11.0,26.0
8800002079323,12.0,12.0,23.5
8800002087083,9.0,9.0,19.5
8800001905555,6.5,6.5,25.0
6005231272732,7.5,7.5,8.5
8800001952696,10.0,10.0,9.8
8800001509173,10.0,10.0,10.3
8800001879641,12.0,12.0,12.0
6005231104743,10.5,10.5,9.5
6005231272824,10.0,10.0,17.0
8800271376222,13.0,13.0,25.0
6005231272756,6.5,6.5,9.5
8800001856659,14.0,14.0,24.5
8800002087397,13.0,13.0,23.0
6005231272763,9.0,9.0,16.0
8800001975732,7.0,7.0,14.0
8800001666531,7.0,7.0,14.0
8800001975732,7.0,7.0,14.0
8800001666524,7.0,7.0,14.0
8800001666524,7.0,7.0,14.0
8800001666531,7.0,7.0,14.0
8800001666555,7.0,7.0,14.0
8800001975732,7.0,7.0,14.0
8800001666555,7.0,7.0,14.0
8800001666616,6.0,6.0,17.0
8880319950102,8.0,8.0,23.0
6001023507266,4.0,4.0,4.5
6003000504992,5.0,5.0,5.5
8693357468177,17.5,10.5,8.0
8800001991084,9.5,9.5,12.0
8800001697030,10.5,10.5,11.0
9341736007842,13.6,4.0,21.0
9341736009105,13.7,4.0,21.0
9881673309246,35.0,9.0,19.0
9881673339038,30.0,5.0,17.5
9881673309239,28.2,12.0,26.0
6003000738854,25.5,6.0,25.5
3842222240959,40.0,6.3,28.5
6868118701455,45.0,8.0,34.0
3842222242274,42.5,4.0,27.2
9123401328021,30.0,2.0,30.0
38920196,12.0,4.5,22.7
31411219,10.2,4.5,24.5
5380331502790,19.0,5.0,25.0
8800001990797,12.0,5.0,31.0
38814044,21.0,19.0,11.0
38814068,21.0,19.0,10.5
38814051,21.0,19.0,11.5
3842222251238,22.0,3.5,46.0
9881673338390,22.0,4.5,14.0
9881672738467,41.0,6.5,29.6
9881673444473,46.0,14.0,32.0
9881672886021,37.0,6.5,27.5
9881673444442,46.0,14.0,32.0
3842222249723,25.0,7.0,19.0
6922108831123,28.5,3.0,21.0
6958425411502,23.0,7.5,23.0
9885901078850,7.0,6.5,9.5
9885901078768,7.0,6.5,8.0
8800002163251,51.0,26.0,9.0
38983832,39.0,12.0,5.0
8800001970102,18.0,9.5,39.0
8800001970249,9.2,9.2,10.2
9781488907203,20.0,6.0,16.0
8800001798171,50.0,12.5,2.0
8800001798164,47.5,11.0,1.8
8800001968802,20.0,15.0,5.0
6007652011549,12.0,2.5,35.0
9885901085315,13.0,9.0,7.0
5380331300891,14.5,4.5,25.0
6006236151008,13.7,5.5,9.5
6009707418105,36.0,5.5,24.0
6009707418129,36.0,5.5,24.0
5916874901181,49.5,5.5,27.0
3842222249143,15.5,7.5,19.5
9881673339083,30.0,5.0,17.5
6895135012301,36.5,4.3,26.7
9881673339045,30.0,5.0,17.5
8170417108513,15.0,7.5,21.0
8170417108537,15.0,8.0,21.0
8170417108520,15.0,6.0,21.0
6003000738854,25.5,6.0,25.5
6986446041736,26.0,4.8,16.0
9881673338253,22.0,4.5,14.0
9881673309253,28.2,11.8,26.0
6006236151008,13.5,5.5,9.5
9885901011765,13.5,5.5,6.0
9885901011727,9.5,8.0,6.0
9885901050375,9.5,8.5,6.5
9881673339069,30.0,5.0,17.5
9881673339106,30.0,5.0,17.5
9881672738429,27.0,5.0,16.0
6901256001053,14.0,5.0,20.0
9885901031008,13.8,2.0,18.6
9885901285289,10.0,4.0,15.5
9885901057206,17.0,2.5,25.5
8800002135944,22.0,6.0,9.0
8800002142225,19.0,7.0,6.0
6895135012301,36.5,4.2,26.5
6009707418204,36.0,5.5,24.0
5380332101312,13.0,3.0,23.0
31907422,23.0,21.0,2.5
8800001572795,23.0,21.0,2.5
6007746007663,30.5,30.5,0.4
8800001675694,30.0,20.0,0.6
9781488900617,23.0,3.0,29.0
9781633223646,22.0,1.0,29.5
6057293671119,13.0,13.0,0.5
9341736009013,18.5,3.0,24.0
9328577005831,9.5,9.5,9.0
9332839012710,8.7,3.0,11.5
6956541456230,4.5,1.0,22.5
778988713945,7.0,4.5,8.0
6941057457031,25.0,2.5,26.0
8901234584477,17.0,4.0,24.0
6006236151008,14.0,5.5,9.5
31512268,13.0,6.0,12.0
8800002145660,16.0,3.0,10.5
31809030,18.0,7.5,1.0
6991203703970,19.0,4.0,21.5
8800001990896,18.5,6.0,33.0
38920196,12.0,4.5,22.5
1551019116118,10.0,4.0,11.5
37910693,5.5,5.5,15.0
38106682,9.5,3.2,19.0
8800001773413,22.0,6.5,9.0
8800002149859,19.0,5.0,15.5
8800002149866,19.0,5.0,15.5
9885901084806,15.0,3.5,22.5
6922109262612,42.0,11.5,31.0
8800002149903,22.0,13.0,35.5
8800002149828,10.0,12.0,9.0
8800002152378,17.5,2.0,19.0
8800002149880,5.5,5.5,6.0
6972633370536,28.0,10.0,41.5
8800001990889,17.5,8.0,47.0
6941057450209,15.5,1.5,27.0
6820190812055,33.0,13.0,10.0
6901256001039,13.5,5.0,18.0
8800001744284,36.0,9.0,2.0
6009522524395,26.0,4.5,14.0
38206504,7.0,5.0,16.0
8802946506576,8.0,5.0,27.5
8802946506569,8.0,5.0,27.5
8802946506583,8.0,5.0,27.5
8800002135807,21.0,6.5,20.5
8800001798164,48.0,11.5,2.0
7950542456885,39.0,28.0,4.0
6920201031143,45.5,3.5,24.5
2166543511347,14.0,12.0,14.0
7890000001298,14.0,12.0,14.0
8800001982884,39.0,10.5,35.0
9885901087272,26.0,3.0,43.0
3835222100279,18.0,26.0,11.0
9885901003999,18.0,12.0,12.0
